train_loss,train_acc,val_loss,val_acc,lr
0.7332698178067804,0.8406161221563816,0.42273744989931583,0.8640799766778946,6.57963412215599e-05
0.652823114566505,0.8872201233804226,0.40330595479905607,0.8768799772262573,3.5203658778440106e-05
0.6089696129336953,0.9121892566978932,0.3933514470234513,0.878799978017807,1.0453658778440109e-05
0.5929932744204998,0.9168940463960171,0.37439158218353985,0.896079979300499,0.0001
0.6133057306632399,0.9071699264347554,0.42067018000781536,0.8824799771308899,9.757729755661011e-05
0.6001587074659764,0.9204920119643212,0.368167320638895,0.8916799786090851,9.05463412215599e-05
0.5689965313896537,0.9357015392184258,0.38998683097958564,0.8975999790430069,7.959536998847742e-05
0.5450398771688342,0.9445086356699467,0.42649706307053564,0.8937599779367447,6.57963412215599e-05
0.5371060908660292,0.9492806776165962,0.37794135271012785,0.9088799790143967,5.05e-05
0.5184522170610726,0.9560640443563462,0.38202825693786147,0.9113599799871445,3.5203658778440106e-05
0.5079293290451169,0.9571719059944153,0.38574095821380616,0.9115199792385101,2.1404630011522586e-05
0.5018179631978273,0.9623335512578487,0.3553813212364912,0.9182399793863296,1.0453658778440109e-05
0.5036732991114259,0.9623371145129204,0.4010457499474287,0.9111999797821045,3.4227024433899e-06
0.5008858175501227,0.9624157775640487,0.3845808593928814,0.92079998087883,0.0001
0.5303316463306547,0.9513213132619858,0.41301608276367185,0.9023199796676635,9.939057285945933e-05
0.5185909225344658,0.9538674437999726,0.3788115031570196,0.9087999799251556,9.757729755661011e-05
0.5084800103381276,0.9620144239664078,0.38508902667462824,0.9098399784564972,9.460482294732421e-05
0.504537054181099,0.9631231730282307,0.39424561458826063,0.9190399800539016,9.05463412215599e-05
0.5068483362495899,0.9597814566493035,0.4499313396811485,0.8984799780845643,8.55017856687341e-05
0.48598185849562286,0.9666253606081009,0.3934907533079386,0.920479979634285,7.959536998847742e-05
0.49457044938206673,0.9617809365987777,0.41587094983458517,0.9135199786424637,7.297252973710757e-05
0.49284519197046756,0.9619382162988186,0.3805653811246157,0.9259199810624122,6.57963412215599e-05
0.483975354462862,0.968594120502472,0.4213621307164431,0.9136799782514572,5.8243506019491436e-05
0.4781694473773241,0.9675127002298832,0.4136975405961275,0.9247999807596207,5.05e-05
0.4697538016736507,0.9712360363006591,0.40094201880693436,0.922719980597496,4.2756493980508586e-05
0.4903218881934881,0.9610879464149475,0.4108406785875559,0.9202399803996086,3.5203658778440106e-05
0.4751328801289201,0.9663253753185272,0.4198877860456705,0.9185599801540375,2.8027470262892437e-05
0.47616883856803177,0.9652897023260594,0.4091467405259609,0.928559980750084,2.1404630011522586e-05
0.464286047719419,0.9733337491750718,0.3998681209236383,0.9282399814128875,1.54982143312659e-05
0.47467292643338443,0.9675069472193718,0.41786051803827284,0.9279199805259705,1.0453658778440109e-05
0.4557916465625167,0.9719596012830735,0.4253056819140911,0.9233599803447723,6.395177052675795e-06
0.4638589899837971,0.9712170488834381,0.42181745639443397,0.9294399816989899,3.4227024433899e-06
0.45563178295642137,0.9724278379678726,0.4383452293723822,0.9167199807167054,1.6094271405406859e-06
0.4652391027510166,0.96888187494874,0.4099727712124586,0.930799980521202,0.0001
0.4900201720893383,0.9644541377425194,0.42282479637861253,0.9193599807024002,9.984740801978984e-05
0.4719118129648268,0.9703397226631642,0.4297642722427845,0.9093599780797958,9.939057285945933e-05
0.4788793687596917,0.9649476608633996,0.4410171205997467,0.9159199793338776,9.8632311059685e-05
0.47650263195484877,0.9685402158200741,0.3877959480881691,0.9174399795532227,9.757729755661011e-05
0.483242650333792,0.9655738034248352,0.4460587448477745,0.9075199798345566,9.623203685930869e-05
0.4771403825953603,0.9668842612802983,0.44764629846811294,0.9117599796056748,9.460482294732421e-05
0.46866495757550003,0.968582593113184,0.4317961642742157,0.922639979839325,9.270568813552756e-05
0.4623917760886252,0.9710626527667046,0.4226992071568966,0.9195999795198441,9.05463412215599e-05
